num,Economy,Code,Region,Income group,year,Internet value,Total population,GDP (US$),Life Expectancy (Years),GDP per capita income,Fertility (Births per woman)
1568,Monaco,MCO,Europe & Central Asia,High income,2007,64.38,35111,5867916780.72817,NA,NA,NA
1569,Mongolia,MNG,East Asia & Pacific,Lower middle income,2007,9,2591670,4234999823.30839,65.987,6645.5723916569,2.331
1570,Montenegro,MNE,Europe & Central Asia,Upper middle income,2007,30.8,615875,3680710375.03422,74.116,12447.3452323883,1.82
1571,Montserrat,NA,NA,NA,2007,20.43,NA,NA,NA,NA,NA
1572,Morocco,MAR,Middle East & North Africa,Lower middle income,2007,21.5,31225881,79041294874.4553,72.58,5495.3354700233,2.563
1573,Mozambique,MOZ,Sub-Saharan Africa,Low income,2007,0.91,22188387,9366742309.49331,52.785,778.2021750664,5.674
1574,Myanmar,MMR,East Asia & Pacific,Lower middle income,2007,0.22,49171586,20182477480.5512,64.181,2675.5539850597,2.591
1575,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2007,4.84,2079915,8740865600.24981,54.712,7627.4708684546,3.616
1576,Nepal (Republic of),NA,NA,NA,2007,1.41,NA,NA,NA,NA,NA
1577,Netherlands,NLD,Europe & Central Asia,High income,2007,85.82,16381696,839419655078.018,80.0975609756,43479.1606687707,1.72
1578,New Caledonia,NCL,East Asia & Pacific,High income,2007,35.05,239250,NA,76.4780487805,NA,2.2
1579,New Zealand,NZL,East Asia & Pacific,High income,2007,69.76,4223800,137316087308.003,80.1512195122,29385.8957234312,2.18
1580,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2007,3.9,5522106,7423377429.05927,72.677,3775.3349847033,2.571
1581,Niger,NER,Sub-Saharan Africa,Low income,2007,0.39,14668338,4291363390.91295,54.593,728.3816634917,7.566
1582,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2007,6.77,146417024,275625684968.912,49.356,4162.4992334402,5.93
1583,Niue,NA,NA,NA,2007,61.01,NA,NA,NA,NA,NA
1584,Norway,NOR,Europe & Central Asia,High income,2007,86.93,4709153,401082621082.621,80.3951219512,55896.7844130099,1.9
1585,Oman,OMN,Middle East & North Africa,High income,2007,16.68,2662762,42085305591.6775,74.898,40536.4036624746,2.892
1586,Pakistan,PAK,South Asia,Lower middle income,2007,6.8,160332974,152385716311.916,64.303,4039.3847363199,3.98
1587,Palestine,NA,NA,NA,2007,21.18,NA,NA,NA,NA,NA
1588,Panama,PAN,Latin America & Caribbean,Upper middle income,2007,22.29,3453807,21295984200,76.285,13193.0847625417,2.637
1589,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2007,1.79,6627922,9545071324.99241,64.006,2749.278183725,4.156
1590,Paraguay,PRY,Latin America & Caribbean,Upper middle income,2007,11.21,5966159,17856270473.153,71.686,8149.4048944002,2.907
1591,Peru,PER,Latin America & Caribbean,Upper middle income,2007,25.2,28292724,102170981144.136,73.023,8146.9832066068,2.616
1592,Philippines,PHL,East Asia & Pacific,Lower middle income,2007,5.97,89293490,149359918059.998,68,4880.2352398094,3.349
1593,Poland,POL,Europe & Central Asia,High income,2007,48.6,38120560,429063549983.742,75.243902439,16787.9702463152,1.31
1594,Portugal,PRT,Europe & Central Asia,High income,2007,42.09,10542964,240169336162.059,78.3219512195,25705.9484926415,1.35
1595,Puerto Rico,PRI,Latin America & Caribbean,High income,2007,27.86,3782995,89524131617.1909,78.4258536585,32799.3522929705,1.6505
1596,Qatar,QAT,Middle East & North Africa,High income,2007,37,1189633,79712087912.0879,76.94,111933.226046814,2.312
1597,Romania,ROU,Europe & Central Asia,Upper middle income,2007,28.3,20882982,175933642291.761,72.5658536585,13792.6134295454,1.45
1598,Russian Federation,RUS,Europe & Central Asia,Upper middle income,2007,24.66,142805088,1299705764824.48,67.5868292683,16648.2446710673,1.416
1599,Rwanda,RWA,Sub-Saharan Africa,Low income,2007,2.12,9447402,3824788145.27703,58.971,1102.4222880681,4.9
1600,Saint Kitts and Nevis,NA,NA,NA,2007,43.5,NA,NA,NA,NA,NA
1601,Saint Lucia,NA,NA,NA,2007,27.9,NA,NA,NA,NA,NA
1602,Saint Vincent and the Grenadines,NA,NA,NA,2007,16,NA,NA,NA,NA,NA
1603,Samoa,WSM,East Asia & Pacific,Lower middle income,2007,4.75,182286,550970655.544072,71.866,5377.9209611373,4.45
1604,San Marino,SMR,Europe & Central Asia,High income,2007,50.36,29977,2488365726.79989,NA,85460.3027870255,NA
1605,Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2007,14.59,163101,144616696.771124,65.248,2255.648461941,4.927
1606,Saudi Arabia,SAU,Middle East & North Africa,High income,2007,30,25252569,415964509673.115,73.245,42510.2393459856,3.242
1607,Senegal,SEN,Sub-Saharan Africa,Low income,2007,6.89,11873557,14285970085.1384,62.008,2537.5141347249,5.111
1608,Serbia,SRB,Europe & Central Asia,Upper middle income,2007,33.15,7381579,40289556656.1455,73.6317073171,10476.1748683857,1.38
1609,Seychelles,SYC,Sub-Saharan Africa,High income,2007,38.38,85033,1033561654.0568,73.143902439,19750.967274816,2.24
1610,Sierra Leone,SLE,Sub-Saharan Africa,Low income,2007,0.24,6015417,2158496872.85796,45.5,1059.2591832823,5.621
1611,Singapore,SGP,East Asia & Pacific,High income,2007,69.9,4588599,179981288567.447,80.4414634146,64460.0231694398,1.29
1612,Slovakia,NA,NA,NA,2007,61.8,NA,NA,NA,NA,NA
1613,Slovenia,SVN,Europe & Central Asia,High income,2007,56.74,2018122,48114688201.4782,78.5609756098,27605.6371039673,1.38
1614,Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2007,2,492940,516074228.959749,67.147,1731.8586518453,4.412
1615,Somalia,SOM,Sub-Saharan Africa,Low income,2007,1.12,11038596,NA,52.996,NA,7.144
1616,South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2007,8.07,49887181,299415505152.298,53.01,11059.7469275949,2.636
1617,Spain,ESP,Europe & Central Asia,High income,2007,55.11,45226803,1479341637010.68,80.8731707317,32597.0558609096,1.38
1618,Sri Lanka,LKA,South Asia,Lower middle income,2007,3.88,19810789,32350248410.8216,74.144,6913.1412323164,2.274
1619,St. Helena,NA,NA,NA,2007,18.57,NA,NA,NA,NA,NA
1620,Sudan,SDN,Sub-Saharan Africa,Lower middle income,2007,8.66,32282526,45898948564.0593,61.3,2975.1216346482,5.03
1621,Suriname,SUR,Latin America & Caribbean,Upper middle income,2007,14.11,509705,2936440801.45719,69.422,12245.8104614655,2.606
1622,Sweden,SWE,Europe & Central Asia,High income,2007,82.01,9148092,487816328342.309,80.9,40579.7784450858,1.88
1623,Switzerland,CHE,Europe & Central Asia,High income,2007,77.2,7551117,479913034321.893,81.7414634146,49746.3554026374,1.46
1624,Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2007,11.5,19632806,40405006007.2086,74.152,NA,3.394
1625,"Taiwan, Province of China",NA,NA,NA,2007,64.45,NA,NA,NA,NA,NA
1626,Tajikistan,TJK,Europe & Central Asia,Lower middle income,2007,7.2,7152385,3719506172.83951,68.487,1775.0244070387,3.486
1627,Tanzania,TZA,Sub-Saharan Africa,Low income,2007,1.6,41923715,21843529024.9224,58.209,1876.1316079813,5.584
1628,Thailand,THA,East Asia & Pacific,Upper middle income,2007,20.03,66195615,262942650543.771,72.915,11875.2133409314,1.557
1629,The Former Yugoslav Rep. of Macedonia,NA,NA,NA,2007,36.3,NA,NA,NA,NA,NA
1630,Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2007,1,1064973,2881000000,65.842,8514.3041069427,6.59
1631,Togo,TGO,Sub-Saharan Africa,Low income,2007,2.2,5997385,2659095101.10026,55.578,1074.96252368,5.064
1632,Tonga,TON,East Asia & Pacific,Lower middle income,2007,7.18,102357,300143056.873221,71.773,4372.3734031859,4.059
1633,Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2007,32.3,1309260,21641620049.9352,69.214,29245.1596684385,1.79
1634,Tunisia,TUN,Middle East & North Africa,Lower middle income,2007,17.1,10298087,38908069299.204,74.483,9135.4095999869,2.022
1635,Turkey,TUR,Europe & Central Asia,Upper middle income,2007,28.63,69597281,675770204927.469,73.219,14846.0345289943,2.214
1636,Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2007,1.41,4870137,12664165103.1895,65.695,7361.3307173256,2.672
1637,Tuvalu,TUV,East Asia & Pacific,Upper middle income,2007,10,10243,27030374.0272781,NA,2881.2305038759,NA
1638,Uganda,UGA,Sub-Saharan Africa,Low income,2007,3.67,30590487,12292813603.2327,54.66,1290.7272520614,6.424
1639,Ukraine,UKR,Europe & Central Asia,Lower middle income,2007,6.55,46509350,142579603960.396,68.222195122,8027.7471476369,1.345
1640,United Arab Emirates,ARE,Middle East & North Africa,High income,2007,61,6044067,257916133424.098,75.828,74254.0120760197,2.005
1641,United Kingdom,GBR,Europe & Central Asia,High income,2007,75.09,61322463,3074359743897.56,79.4487804878,35295.5121750409,1.86
1642,United States,USA,North America,High income,2007,75,301231207,14477635000000,77.987804878,48061.5376613353,2.12
1643,Uruguay,URY,Latin America & Caribbean,High income,2007,34,3339741,23410572634.3147,76.124,13498.3907508943,2.126
1644,Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2007,7.49,26868000,22311393927.8817,68.982,3320.7765549136,2.554
1645,Vanuatu,VUT,East Asia & Pacific,Lower middle income,2007,6.8,219953,526428309.945088,69.852,2669.1440626851,3.679
1646,Venezuela,NA,NA,NA,2007,20.83,NA,NA,NA,NA,NA
1647,Viet Nam,NA,NA,NA,2007,20.76,NA,NA,NA,NA,NA
1648,Virgin Islands (US),NA,NA,NA,2007,27.34,NA,NA,NA,NA,NA
1649,Wallis and Futuna,NA,NA,NA,2007,7.95,NA,NA,NA,NA,NA
1650,Yemen,NA,NA,NA,2007,5.01,NA,NA,NA,NA,NA
1651,Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2007,4.87,12725974,14056957976.2648,52.313,2589.2810141634,5.642
1652,Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2007,3,13329909,5291950100,47.719,1567.3798870882,4.001
1653,Afghanistan,AFG,South Asia,Low income,2008,1.84,27294031,10109225813.6696,60.243,1236.5805111017,6.254
1654,Albania,ALB,Europe & Central Asia,Upper middle income,2008,23.86,2947314,12881353507.8539,75.943,8228.364871311,1.65
1655,Algeria,DZA,Middle East & North Africa,Upper middle income,2008,10.18,34860715,171000691877.714,74.032,12159.3709214382,2.749
1656,Andorra,AND,Europe & Central Asia,High income,2008,70.04,83861,4007353156.58415,NA,NA,1.25
1657,Angola,AGO,Sub-Saharan Africa,Upper middle income,2008,1.9,21759420,88538611205.1433,56.189,6199.9265569113,6.307
1658,Anguilla,NA,NA,NA,2008,44,NA,NA,NA,NA,NA
1659,Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2008,38,92478,1368431043.33333,75.078,23157.1754058538,2.164
1660,Argentina,ARG,Latin America & Caribbean,Upper middle income,2008,28.11,40382389,361558037110.419,75.268,17707.2282013197,2.396
1661,Armenia,ARM,Europe & Central Asia,Lower middle income,2008,6.21,2908220,11662040713.8753,72.946,7259.2413576992,1.706
1662,Aruba,ABW,Latin America & Caribbean,High income,2008,52,101353,2745251396.64804,74.725,38496.926580555,1.764
1663,Ascension,NA,NA,NA,2008,33,NA,NA,NA,NA,NA
1664,Australia,AUS,East Asia & Pacific,High income,2008,71.67,21249200,1052584601611.46,81.3951219512,37409.163067008,1.984
1665,Austria,AUT,Europe & Central Asia,High income,2008,72.87,8321496,430294287388.311,80.4317073171,41316.225176699,1.42
1666,Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2008,17.08,8763400,48852482960.0779,70.238,13796.5031448989,1.9
1667,Bahamas,NA,NA,NA,2008,31.54,NA,NA,NA,NA,NA
1668,Bahrain,BHR,Middle East & North Africa,High income,2008,51.95,1114590,25710877659.5745,75.77,40547.3757194173,2.241
1669,Bangladesh,BGD,South Asia,Lower middle income,2008,2.5,148805814,91631278239.3237,69.312,2163.039713595,2.449
1670,Barbados,BRB,Latin America & Caribbean,High income,2008,61.4,277319,4782000000,74.648,16517.0108629063,1.772
1671,Belarus,BLR,Europe & Central Asia,Upper middle income,2008,23,9527985,60763483146.0674,70.456097561,14401.6511566445,1.488
1672,Belgium,BEL,Europe & Central Asia,High income,2008,66,10709973,518625897172.99,79.6804878049,38133.5014644659,1.85
1673,Belize,BLZ,Latin America & Caribbean,Upper middle income,2008,26.3,306165,1368625150,69.517,7628.8915696928,2.821
1674,Benin,BEN,Sub-Saharan Africa,Low income,2008,1.85,8696916,7132787396.66547,58.654,1768.3238697765,5.469
1675,Bermuda,BMU,North America,High income,2008,82.3,65273,6109928000,79.2365853659,58274.7451235582,1.77
1676,Bhutan,BTN,South Asia,Lower middle income,2008,6.55,700950,1258332337.28382,66.792,5370.8543881991,2.55
1677,Bolivia (Plurinational State of),NA,NA,NA,2008,12.5,NA,NA,NA,NA,NA
1678,Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2008,34.66,3763599,19112739664.4697,75.619,9006.468119993,1.297
1679,Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,6.25,1946351,10945070441.9283,56.919,12944.4069836593,2.901
1680,Brazil,BRA,Latin America & Caribbean,Upper middle income,2008,33.83,192979029,1695824565961.39,73.129,13259.6372096951,1.851
1681,Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,46,379252,14393099068.5859,76.656,78664.2619954962,1.809
1682,Bulgaria,BGR,Europe & Central Asia,Upper middle income,2008,39.67,7492561,54409138498.3548,72.9634146341,14328.9644890528,1.56
1683,Burkina Faso,BFA,Sub-Saharan Africa,Low income,2008,0.92,14689726,8369637065.40255,55.618,1338.5417799795,6.036
1684,Burundi,BDI,Sub-Saharan Africa,Low income,2008,0.81,8212264,1611835901.9063,53.926,682.1532927021,6.447
1685,Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,14,491723,1789333748.6799,71.881,5708.8049609094,2.833
1686,Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,0.51,13880509,10351914093.1723,65.391,2355.2298583443,3.018
1687,Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,3.4,18907008,26409781215.1844,54.535,2811.9759210329,5.219
1688,Canada,CAN,North America,High income,2008,76.7,33245773,1549131208997.19,80.6951219512,40277.6193121099,1.6808
1689,Cayman Islands,CYM,Latin America & Caribbean,High income,2008,61,52926,NA,NA,56211.5901562354,NA
1690,Central African Rep.,NA,NA,NA,2008,1,NA,NA,NA,NA,NA
1691,Chad,TCD,Sub-Saharan Africa,Low income,2008,1.19,11133861,10351932604.4154,49.182,1668.1810271154,6.803
1692,Chile,CHL,Latin America & Caribbean,High income,2008,37.3,16661942,179638496278.574,78.193,16547.677786298,1.925
1693,China,CHN,East Asia & Pacific,Upper middle income,2008,22.6,1324655000,4598206091384,74.808,7633.2562127494,1.581
1694,Colombia,COL,Latin America & Caribbean,Upper middle income,2008,25.6,44901544,241710969502.894,72.952,10036.0368208494,2.08
1695,Comoros,COM,Sub-Saharan Africa,Low income,2008,3,657229,911967428.713838,61.094,2282.6969327306,4.87
1696,Congo (Rep. of the),NA,NA,NA,2008,4.29,NA,NA,NA,NA,NA
1697,Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,32.29,4429508,30612932876.3523,78.481,12326.9967442787,1.979
1698,C�te d'Ivoire,NA,NA,NA,2008,1.9,NA,NA,NA,NA,NA
1699,Croatia,HRV,Europe & Central Asia,High income,2008,44.24,4309705,70474602563.8396,75.912195122,20837.2343669698,1.55
1700,Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,12.94,11309754,60806300000,78.672,NA,1.596
1701,Cyprus,CYP,Europe & Central Asia,High income,2008,42.31,1081563,27839724622.8212,79.071,34824.0829909209,1.461
1702,Czech Republic,CZE,Europe & Central Asia,High income,2008,62.97,10384603,235718586901.129,76.9756097561,27844.7953264656,1.51
1703,Dem. People's Rep. of Korea,NA,NA,NA,2008,0,NA,NA,NA,NA,NA
1704,Dem. Rep. of the Congo,NA,NA,NA,2008,0.44,NA,NA,NA,NA,NA
1705,Denmark,DNK,Europe & Central Asia,High income,2008,85.02,5493621,353361056079.716,78.4463414634,41278.328843462,1.89
1706,Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,2.26,822934,999105339.267729,59.345,NA,3.502
1707,Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,41.16,71074,458190185.185185,NA,9894.3684602572,NA
1708,Dominican Rep.,NA,NA,NA,2008,20.82,NA,NA,NA,NA,NA
1709,Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,18.8,14447562,61762635000,74.678,8918.3786226717,2.71
1710,Egypt,NA,NA,NA,2008,18.01,NA,NA,NA,NA,NA
1711,El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,10.08,6110301,17986886200,71.291,6106.5114435793,2.358
1712,Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,1.82,868418,19749893536.3204,55.19,38432.2030604044,5.363
1713,Eritrea,ERI,Sub-Saharan Africa,Low income,2008,0.47,4232636,1380188800,60.94,1329.3280477143,4.752
1714,Estonia,EST,Europe & Central Asia,High income,2008,70.58,1337090,24194039255.8957,73.7707317073,22664.0393274715,1.72
1715,Eswatini,NA,NA,NA,2008,6.85,1158897,3294093485.20796,48.969,6899.6556733367,3.689
1716,Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,0.45,83184892,27066912635.2228,59.58,887.9311610142,5.201
1717,Falkland (Malvinas) Is.,NA,NA,NA,2008,92.96,NA,NA,NA,NA,NA
1718,Faroe Islands,FRO,Europe & Central Asia,High income,2008,75.57,48485,2413251995.84159,80.1390243902,NA,2.6
1719,Fiji,FJI,East Asia & Pacific,Upper middle income,2008,13,843340,3523185919.55826,68.909,7091.8626802823,2.735
1720,Finland,FIN,Europe & Central Asia,High income,2008,83.67,5313399,283742493042.332,79.5682926829,39969.3875987055,1.85
1721,France,FRA,Europe & Central Asia,High income,2008,70.68,64374989,2918382891460.38,81.2146341463,35095.260231603,2.01
1722,French Polynesia,PYF,East Asia & Pacific,High income,2008,33.87,263179,NA,75.123,NA,2.155
1723,Gabon,GAB,Sub-Saharan Africa,Upper middle income,2008,7.5,1536411,15508574820.3516,61.597,14682.9618874972,4.137
1724,Gambia,NA,NA,NA,2008,6.88,NA,NA,NA,NA,NA
1725,Georgia,GEO,Europe & Central Asia,Upper middle income,2008,10.01,3848449,12795044475.201,72.673,6444.8003791093,1.821
1726,Germany,DEU,Europe & Central Asia,High income,2008,78,82110097,3752365607148.09,79.7365853659,38028.772143518,1.38
1727,Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,4.27,23298640,28526891010.4925,60.128,2732.6350989742,4.35
1728,Gibraltar,GIB,Europe & Central Asia,High income,2008,58,32732,NA,NA,NA,NA
1729,Greece,GRC,Europe & Central Asia,High income,2008,38.2,11077841,354460802548.704,79.9390243902,30856.0118268477,1.5
1730,Greenland,GRL,Europe & Central Asia,High income,2008,62.82,56328,2499107510.64122,70.2134146341,NA,2.247
1731,Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,23.18,103930,825976037.037037,72.142,11638.1074948808,2.282
1732,Guam,GUM,East Asia & Pacific,High income,2008,48.42,159035,4621000000,77.543,NA,2.528
1733,Guatemala,GTM,Latin America & Caribbean,Lower middle income,2008,8.3,14006366,39136954237.8479,70.76,6513.4957840109,3.58
1734,Guinea,GIN,Sub-Saharan Africa,Low income,2008,0.92,10323142,6964179254.97388,55.521,1524.5937342914,5.496
1735,Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,2.35,1480841,864654795.287148,54.333,1306.7861174744,5.174
1736,Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,18.2,746314,1916996251.59539,65.836,5209.9179104211,2.718
1737,Haiti,HTI,Latin America & Caribbean,Low income,2008,7.6,9705029,6548530572.35291,60.448,1525.8064308172,3.493
1738,Honduras,HND,Latin America & Caribbean,Lower middle income,2008,9.6,7872658,13789715132.502,72.093,3922.6635897625,3.087
1739,"Hong Kong, China",NA,NA,NA,2008,66.7,NA,NA,NA,NA,NA
1740,Hungary,HUN,Europe & Central Asia,High income,2008,61,10038188,157998423131.739,73.7024390244,20678.6799120892,1.35
1741,Iceland,ISL,Europe & Central Asia,High income,2008,91,317414,17658408759.0494,81.6097560976,42721.162860495,2.15
1742,India,IND,South Asia,Lower middle income,2008,4.38,1197146906,1198895498504.14,65.802,3766.3661370978,2.748
1743,Indonesia,IDN,East Asia & Pacific,Lower middle income,2008,7.92,236159276,510228634992.255,67.775,7484.2385318544,2.499
1744,Iran (Islamic Republic of),NA,NA,NA,2008,12.02,NA,NA,NA,NA,NA
1745,Iraq,IRQ,Middle East & North Africa,Upper middle income,2008,1,29111417,131613661510.475,68.177,11733.9459663104,4.552
1746,Ireland,IRL,Europe & Central Asia,High income,2008,65.34,4489544,275020023436.356,80.0951219512,44280.6914596491,2.06
1747,Israel,ISR,Middle East & North Africa,High income,2008,59.39,7308800,215840354626.533,80.9512195122,27399.4476428399,2.96
1748,Italy,ITA,Europe & Central Asia,High income,2008,44.53,58826731,2390729163615.06,81.4853658537,35402.9168527156,1.45
1749,Jamaica,JAM,Latin America & Caribbean,Upper middle income,2008,23.6,2790122,13680482786.9977,74.334,8228.8263261957,2.251
1750,Japan,JPN,East Asia & Pacific,High income,2008,75.4,128063000,5037908465114.48,82.5875609756,34798.7658977271,1.37
1751,Jordan,JOR,Middle East & North Africa,Upper middle income,2008,23,6489822,21972004086.2336,73.087,9330.3222322036,3.693
1752,Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2008,11,15674000,133441612246.798,67.0219512195,18509.5209143156,2.7
1753,Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,5.2,39148416,35895153327.8497,60.275,2242.7547119287,4.582
1754,Kiribati,KIR,East Asia & Pacific,Lower middle income,2008,7,98440,141042610.300285,65.146,1761.5327999337,3.872
1755,Korea (Rep. of),NA,NA,NA,2008,81,NA,NA,NA,NA,NA
1756,Kuwait,KWT,Middle East & North Africa,High income,2008,42,2652340,147395833333.333,73.764,89990.3681945988,2.344
1757,Kyrgyzstan,NA,NA,NA,2008,15.7,NA,NA,NA,NA,NA
1758,Lao P.D.R.,NA,NA,NA,2008,3.55,NA,NA,NA,NA,NA
1759,Latvia,LVA,Europe & Central Asia,High income,2008,63.41,2177322,35596016664.2304,72.4195121951,19432.2609310559,1.58
1760,Lebanon,LBN,Middle East & North Africa,Upper middle income,2008,22.53,4111047,29227542759.602,77.881,14019.9283316298,1.601
1761,Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2008,3.58,1999930,1758534997.52271,49.112,2139.3616001929,3.365
1762,Liberia,LBR,Sub-Saharan Africa,Low income,2008,0.53,3662993,1726000000,58.167,1005.9153555254,5.19
1763,Libya,LBY,Middle East & North Africa,Upper middle income,2008,9,6053078,87140405361.2292,71.681,27836.5017127827,2.425
1764,Liechtenstein,LIE,Europe & Central Asia,High income,2008,70,35541,5081432924.0144,82.6829268293,NA,1.43
1765,Lithuania,LTU,Europe & Central Asia,High income,2008,55.22,3198231,47850551148.8365,71.812195122,20744.0829316256,1.45
1766,Luxembourg,LUX,Europe & Central Asia,High income,2008,82.23,488650,55849686538.7432,80.5390243902,86693.8951220862,1.61
1767,"Macao, China",NA,NA,NA,2008,49.24,NA,NA,NA,NA,NA
1768,Madagascar,MDG,Sub-Saharan Africa,Low income,2008,1.65,19996469,9413002920.97008,62.509,1462.7467390185,4.777
1769,Malawi,MWI,Sub-Saharan Africa,Low income,2008,0.7,14271234,5321012192.33619,54.177,910.7006898853,5.611
1770,Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,55.8,27111069,230813597937.526,73.852,19868.4430279517,2.191
1771,Maldives,MDV,South Asia,Upper middle income,2008,23.2,345054,2271646187.5,75.648,12240.4115519801,2.244
1772,Mali,MLI,Sub-Saharan Africa,Low income,2008,1.57,14138216,9750822511.47988,54.193,1737.3013466795,6.67
1773,Malta,MLT,Middle East & North Africa,High income,2008,50.08,409379,8977149553.24447,79.6365853659,26193.1215306885,1.43
1774,Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,4.6,52218,152788700,NA,3203.7510273918,NA
1775,Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,1.87,3407541,4031048268.43289,61.461,3254.7231099677,5.059
1776,Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2008,21.81,1244121,9990370016.30771,72.5707317073,14266.809627509,1.67
1777,Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,21.71,113661809,1109989063586.62,75.802,14551.0456085777,2.391
1778,Micronesia,NA,NA,NA,2008,14.49,NA,NA,NA,NA,NA
1779,Moldova,MDA,Europe & Central Asia,Lower middle income,2008,23.39,3570108,6054806100.8468,68.671,3722.5164089131,1.256
1780,Monaco,MCO,Europe & Central Asia,High income,2008,67.25,35853,6476490405.74191,NA,NA,NA
1781,Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,9.8,2628131,5623216448.86851,66.449,7276.6439899428,2.434
1782,Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,32.9,616969,4545674527.61096,74.462,13816.5961691017,1.805
1783,Montserrat,NA,NA,NA,2008,20.32,NA,NA,NA,NA,NA
1784,Morocco,MAR,Middle East & North Africa,Lower middle income,2008,33.1,31596855,92507257783.5697,73.097,5865.1685488883,2.563
1785,Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,1.56,22846758,11494837053.4061,53.459,823.5904680143,5.639
1786,Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,0.22,49479752,31862554101.9378,64.501,2989.0736191301,2.526
1787,Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,5.33,2106375,8486721916.9128,55.697,7882.8870892253,3.608
1788,Nepal (Republic of),NA,NA,NA,2008,1.73,NA,NA,NA,NA,NA
1789,Netherlands,NLD,Europe & Central Asia,High income,2008,87.42,16445593,936228211513.11,80.2512195122,45843.89223408,1.77
1790,New Caledonia,NCL,East Asia & Pacific,High income,2008,34.51,242750,NA,76.6804878049,NA,2.2
1791,New Zealand,NZL,East Asia & Pacific,High income,2008,72.03,4259800,133279679482.674,80.3512195122,29860.3702545675,2.19
1792,Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,5.3,5594506,8496965842.2767,73.028,3930.1190953578,2.522
1793,Niger,NER,Sub-Saharan Africa,Low income,2008,0.7,15228525,5379299887.69673,55.35,783.9359162269,7.542
1794,Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,8,150347390,337035512676.564,49.887,4412.7904341305,5.902
1795,Niue,NA,NA,NA,2008,65.92,NA,NA,NA,NA,NA
1796,Norway,NOR,Europe & Central Asia,High income,2008,90.57,4768212,462554432624.114,80.5926829268,61757.2455676868,1.96
1797,Oman,OMN,Middle East & North Africa,High income,2008,20,2759014,60905331599.4798,75.188,43160.4930040695,2.89
1798,Pakistan,PAK,South Asia,Lower middle income,2008,7,163644603,170077814106.305,64.565,4103.9308164534,3.942
1799,Palestine,NA,NA,NA,2008,24.36,NA,NA,NA,NA,NA
1800,Panama,PAN,Latin America & Caribbean,Upper middle income,2008,33.82,3516268,25155888600,76.46,14515.1511160033,2.632
1801,Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,1.15,6787187,11670678863.7458,64.247,2729.3739595528,4.101
1802,Paraguay,PRY,Latin America & Caribbean,Upper middle income,2008,14.27,6047117,24578067861.3998,71.887,8719.3433746455,2.846
1803,Peru,PER,Latin America & Caribbean,Upper middle income,2008,30.57,28641980,120550599815.441,73.258,8954.3845153807,2.589
